'2025-01-0623:31:25.903694','14','37','Ethernet','0','0'
'2025-01-0623:31:25.903694','14','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:31:25.903694','14','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:31:25.903694','14','37','Беспроводнаясеть','507','765'
'2025-01-0623:31:25.903694','14','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:31:25.903694','14','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:31:28.926478','9','37','Ethernet','0','0'
'2025-01-0623:31:28.926478','9','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:31:28.926478','9','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:31:28.926478','9','37','Беспроводнаясеть','398','171'
'2025-01-0623:31:28.926478','9','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:31:28.926478','9','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:31:31.952065','14','37','Ethernet','0','0'
'2025-01-0623:31:31.952065','14','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:31:31.952065','14','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:31:31.952065','14','37','Беспроводнаясеть','98','207'
'2025-01-0623:31:31.952065','14','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:31:31.952065','14','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:31:34.972685','11','37','Ethernet','0','0'
'2025-01-0623:31:34.972685','11','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:31:34.972685','11','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:31:34.972685','11','37','Беспроводнаясеть','2359','1082'
'2025-01-0623:31:34.972685','11','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:31:34.972685','11','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:31:37.997857','13','37','Ethernet','0','0'
'2025-01-0623:31:37.997857','13','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:31:37.997857','13','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:31:37.997857','13','37','Беспроводнаясеть','18','104'
'2025-01-0623:31:37.997857','13','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:31:37.997857','13','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:31:41.036274','8','37','Ethernet','0','0'
'2025-01-0623:31:41.036274','8','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:31:41.036274','8','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:31:41.036274','8','37','Беспроводнаясеть','399','325'
'2025-01-0623:31:41.036274','8','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:31:41.036274','8','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:31:44.059674','16','37','Ethernet','0','0'
'2025-01-0623:31:44.059674','16','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:31:44.059674','16','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:31:44.059674','16','37','Беспроводнаясеть','309','2638'
'2025-01-0623:31:44.059674','16','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:31:44.059674','16','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:31:47.087664','11','37','Ethernet','0','0'
'2025-01-0623:31:47.087664','11','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:31:47.087664','11','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:31:47.087664','11','37','Беспроводнаясеть','45','199'
'2025-01-0623:31:47.087664','11','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:31:47.087664','11','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:31:50.102677','9','37','Ethernet','0','0'
'2025-01-0623:31:50.102677','9','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:31:50.102677','9','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:31:50.102677','9','37','Беспроводнаясеть','1612','592'
'2025-01-0623:31:50.102677','9','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:31:50.102677','9','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:31:53.139025','11','37','Ethernet','0','0'
'2025-01-0623:31:53.139025','11','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:31:53.139025','11','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:31:53.139025','11','37','Беспроводнаясеть','0','0'
'2025-01-0623:31:53.139025','11','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:31:53.139025','11','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:31:56.162010','13','37','Ethernet','0','0'
'2025-01-0623:31:56.162010','13','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:31:56.162010','13','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:31:56.162010','13','37','Беспроводнаясеть','1462','559'
'2025-01-0623:31:56.162010','13','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:31:56.162010','13','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:31:59.181579','11','37','Ethernet','0','0'
'2025-01-0623:31:59.181579','11','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:31:59.181579','11','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:31:59.181579','11','37','Беспроводнаясеть','398','189'
'2025-01-0623:31:59.181579','11','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:31:59.181579','11','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:02.198702','17','37','Ethernet','0','0'
'2025-01-0623:32:02.198702','17','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:02.198702','17','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:02.198702','17','37','Беспроводнаясеть','37','197'
'2025-01-0623:32:02.198702','17','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:02.198702','17','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:05.231331','11','37','Ethernet','0','0'
'2025-01-0623:32:05.231331','11','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:05.231331','11','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:05.231331','11','37','Беспроводнаясеть','0','153'
'2025-01-0623:32:05.231331','11','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:05.231331','11','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:08.247623','11','37','Ethernet','0','0'
'2025-01-0623:32:08.247623','11','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:08.247623','11','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:08.247623','11','37','Беспроводнаясеть','382','20'
'2025-01-0623:32:08.247623','11','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:08.247623','11','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:11.274194','7','37','Ethernet','0','0'
'2025-01-0623:32:11.274194','7','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:11.274194','7','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:11.274194','7','37','Беспроводнаясеть','54','321'
'2025-01-0623:32:11.274194','7','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:11.274194','7','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:14.287301','12','37','Ethernet','0','0'
'2025-01-0623:32:14.287301','12','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:14.287301','12','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:14.287301','12','37','Беспроводнаясеть','0','0'
'2025-01-0623:32:14.287301','12','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:14.287301','12','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:17.308068','17','37','Ethernet','0','0'
'2025-01-0623:32:17.308068','17','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:17.308068','17','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:17.308068','17','37','Беспроводнаясеть','2002','6283'
'2025-01-0623:32:17.308068','17','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:17.308068','17','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:20.346000','11','37','Ethernet','0','0'
'2025-01-0623:32:20.346000','11','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:20.346000','11','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:20.346000','11','37','Беспроводнаясеть','467','458'
'2025-01-0623:32:20.346000','11','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:20.346000','11','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:23.365856','9','37','Ethernet','0','0'
'2025-01-0623:32:23.365856','9','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:23.365856','9','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:23.365856','9','37','Беспроводнаясеть','112','50'
'2025-01-0623:32:23.365856','9','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:23.365856','9','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:26.397014','16','37','Ethernet','0','0'
'2025-01-0623:32:26.397014','16','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:26.397014','16','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:26.397014','16','37','Беспроводнаясеть','18','175'
'2025-01-0623:32:26.397014','16','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:26.397014','16','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:29.427400','7','37','Ethernet','0','0'
'2025-01-0623:32:29.427400','7','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:29.427400','7','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:29.427400','7','37','Беспроводнаясеть','594','243'
'2025-01-0623:32:29.427400','7','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:29.427400','7','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:32.450459','14','37','Ethernet','0','0'
'2025-01-0623:32:32.450459','14','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:32.450459','14','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:32.450459','14','37','Беспроводнаясеть','37','197'
'2025-01-0623:32:32.450459','14','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:32.450459','14','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:35.479455','12','37','Ethernet','0','0'
'2025-01-0623:32:35.479455','12','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:35.479455','12','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:35.479455','12','37','Беспроводнаясеть','18','175'
'2025-01-0623:32:35.479455','12','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:35.479455','12','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:38.500289','14','37','Ethernet','0','0'
'2025-01-0623:32:38.500289','14','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:38.500289','14','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:38.500289','14','37','Беспроводнаясеть','399','186'
'2025-01-0623:32:38.500289','14','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:38.500289','14','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:41.523071','9','37','Ethernet','0','0'
'2025-01-0623:32:41.523071','9','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:41.523071','9','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:41.523071','9','37','Беспроводнаясеть','100','267'
'2025-01-0623:32:41.523071','9','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:41.523071','9','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:44.542731','10','37','Ethernet','0','0'
'2025-01-0623:32:44.542731','10','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:44.542731','10','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:44.542731','10','37','Беспроводнаясеть','0','85'
'2025-01-0623:32:44.542731','10','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:44.542731','10','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:47.580229','11','37','Ethernet','0','0'
'2025-01-0623:32:47.580229','11','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:47.580229','11','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:47.580229','11','37','Беспроводнаясеть','0','82'
'2025-01-0623:32:47.580229','11','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:47.580229','11','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:50.598001','11','37','Ethernet','0','0'
'2025-01-0623:32:50.598001','11','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:50.598001','11','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:50.598001','11','37','Беспроводнаясеть','400','326'
'2025-01-0623:32:50.598001','11','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:50.598001','11','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:53.621758','15','37','Ethernet','0','0'
'2025-01-0623:32:53.621758','15','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:53.621758','15','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:53.621758','15','37','Беспроводнаясеть','0','0'
'2025-01-0623:32:53.621758','15','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:53.621758','15','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:56.640415','12','37','Ethernet','0','0'
'2025-01-0623:32:56.640415','12','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:56.640415','12','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:56.640415','12','37','Беспроводнаясеть','0','153'
'2025-01-0623:32:56.640415','12','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:56.640415','12','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:32:59.661686','8','37','Ethernet','0','0'
'2025-01-0623:32:59.661686','8','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:32:59.661686','8','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:32:59.661686','8','37','Беспроводнаясеть','399','3572'
'2025-01-0623:32:59.661686','8','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:32:59.661686','8','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:33:02.680572','12','37','Ethernet','0','0'
'2025-01-0623:33:02.680572','12','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:33:02.680572','12','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:33:02.680572','12','37','Беспроводнаясеть','37','126'
'2025-01-0623:33:02.680572','12','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:33:02.680572','12','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:33:05.703161','8','37','Ethernet','0','0'
'2025-01-0623:33:05.703161','8','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:33:05.703161','8','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:33:05.703161','8','37','Беспроводнаясеть','18','175'
'2025-01-0623:33:05.703161','8','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:33:05.703161','8','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:33:08.720180','9','37','Ethernet','0','0'
'2025-01-0623:33:08.720180','9','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:33:08.720180','9','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:33:08.720180','9','37','Беспроводнаясеть','400','172'
'2025-01-0623:33:08.720180','9','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:33:08.720180','9','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:33:11.740316','8','37','Ethernet','0','0'
'2025-01-0623:33:11.740316','8','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:33:11.740316','8','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:33:11.740316','8','37','Беспроводнаясеть','18','175'
'2025-01-0623:33:11.740316','8','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:33:11.740316','8','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:33:14.775837','9','37','Ethernet','0','0'
'2025-01-0623:33:14.775837','9','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:33:14.775837','9','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:33:14.775837','9','37','Беспроводнаясеть','36','138'
'2025-01-0623:33:14.775837','9','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:33:14.775837','9','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:33:17.802586','13','37','Ethernet','0','0'
'2025-01-0623:33:17.802586','13','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:33:17.802586','13','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:33:17.802586','13','37','Беспроводнаясеть','67','176'
'2025-01-0623:33:17.802586','13','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:33:17.802586','13','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:33:20.828959','11','37','Ethernet','0','0'
'2025-01-0623:33:20.828959','11','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:33:20.828959','11','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:33:20.828959','11','37','Беспроводнаясеть','417','357'
'2025-01-0623:33:20.828959','11','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:33:20.828959','11','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:33:23.848399','9','37','Ethernet','0','0'
'2025-01-0623:33:23.848399','9','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:33:23.848399','9','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:33:23.848399','9','37','Беспроводнаясеть','0','0'
'2025-01-0623:33:23.848399','9','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:33:23.848399','9','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:33:26.873040','15','37','Ethernet','0','0'
'2025-01-0623:33:26.873040','15','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:33:26.873040','15','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:33:26.873040','15','37','Беспроводнаясеть','55','218'
'2025-01-0623:33:26.873040','15','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:33:26.873040','15','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:33:29.898862','11','37','Ethernet','0','0'
'2025-01-0623:33:29.898862','11','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:33:29.898862','11','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:33:29.898862','11','37','Беспроводнаясеть','0','71'
'2025-01-0623:33:29.898862','11','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:33:29.898862','11','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:33:32.923094','13','37','Ethernet','0','0'
'2025-01-0623:33:32.923094','13','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:33:32.923094','13','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:33:32.923094','13','37','Беспроводнаясеть','0','82'
'2025-01-0623:33:32.923094','13','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:33:32.923094','13','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:33:35.952390','10','37','Ethernet','0','0'
'2025-01-0623:33:35.952390','10','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:33:35.952390','10','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:33:35.952390','10','37','Беспроводнаясеть','18','173'
'2025-01-0623:33:35.952390','10','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:33:35.952390','10','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:33:38.973179','10','37','Ethernet','0','0'
'2025-01-0623:33:38.973179','10','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:33:38.973179','10','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:33:38.973179','10','37','Беспроводнаясеть','0','0'
'2025-01-0623:33:38.973179','10','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:33:38.973179','10','37','LoopbackPseudo-Interface1','0','0'
'2025-01-0623:33:41.990896','9','37','Ethernet','0','0'
'2025-01-0623:33:41.990896','9','37','Подключениеполокальнойсети*9','0','0'
'2025-01-0623:33:41.990896','9','37','Подключениеполокальнойсети*10','0','0'
'2025-01-0623:33:41.990896','9','37','Беспроводнаясеть','0','153'
'2025-01-0623:33:41.990896','9','37','СетевоеподключениеBluetooth','0','0'
'2025-01-0623:33:41.990896','9','37','LoopbackPseudo-Interface1','0','0'
'2025-01-07T00:39:38.369585+04:00','8','25','Ethernet','0','0'
'2025-01-07T00:39:38.369585+04:00','8','25','Подключениеполокальнойсети*9','0','0'
'2025-01-07T00:39:38.369585+04:00','8','25','Подключениеполокальнойсети*10','0','0'
'2025-01-07T00:39:38.369585+04:00','8','25','Беспроводнаясеть','73','170'
'2025-01-07T00:39:38.369585+04:00','8','25','СетевоеподключениеBluetooth','0','0'
'2025-01-07T00:39:38.369585+04:00','8','25','LoopbackPseudo-Interface1','0','0'
'2025-01-07T00:39:41.391077+04:00','6','25','Ethernet','0','0'
'2025-01-07T00:39:41.391077+04:00','6','25','Подключениеполокальнойсети*9','0','0'
'2025-01-07T00:39:41.391077+04:00','6','25','Подключениеполокальнойсети*10','0','0'
'2025-01-07T00:39:41.391077+04:00','6','25','Беспроводнаясеть','156','312'
'2025-01-07T00:39:41.391077+04:00','6','25','СетевоеподключениеBluetooth','0','0'
'2025-01-07T00:39:41.391077+04:00','6','25','LoopbackPseudo-Interface1','0','0'
'2025-01-07T00:39:44.409731+04:00','29','25','Ethernet','0','0'
'2025-01-07T00:39:44.409731+04:00','29','25','Подключениеполокальнойсети*9','0','0'
'2025-01-07T00:39:44.409731+04:00','29','25','Подключениеполокальнойсети*10','0','0'
'2025-01-07T00:39:44.409731+04:00','29','25','Беспроводнаясеть','722','1846'
'2025-01-07T00:39:44.409731+04:00','29','25','СетевоеподключениеBluetooth','0','0'
'2025-01-07T00:39:44.409731+04:00','29','25','LoopbackPseudo-Interface1','0','0'
'2025-01-07T00:39:47.445124+04:00','26','25','Ethernet','0','0'
'2025-01-07T00:39:47.445124+04:00','26','25','Подключениеполокальнойсети*9','0','0'
'2025-01-07T00:39:47.445124+04:00','26','25','Подключениеполокальнойсети*10','0','0'
'2025-01-07T00:39:47.445124+04:00','26','25','Беспроводнаясеть','1209','395'
'2025-01-07T00:39:47.446131+04:00','26','25','СетевоеподключениеBluetooth','0','0'
'2025-01-07T00:39:47.446131+04:00','26','25','LoopbackPseudo-Interface1','0','0'
'2025-01-07T00:39:50.480616+04:00','21','25','Ethernet','0','0'
'2025-01-07T00:39:50.480616+04:00','21','25','Подключениеполокальнойсети*9','0','0'
'2025-01-07T00:39:50.480616+04:00','21','25','Подключениеполокальнойсети*10','0','0'
'2025-01-07T00:39:50.480616+04:00','21','25','Беспроводнаясеть','5351','595'
